address,total_sent,total_received,num_transactions_sent,num_transactions_received,pagerank,component_id
c1aa87732f05aad17cec22accd8a1efabdaf671faff7f5cc5f329fd0779464db,50.0,0.0,1,0,1.4362098120097543e-05,1
ab0dde40c4597da649a9ab1a688f1bda0e648104707379d4c1d43ab1aa61d164,50.0,0.0,1,0,1.4362098120097543e-05,1
675f12cf9388a407667b24f5968f15dfb2b07efbf3382273fb92e131eed39811,50.0,0.0,1,0,1.4362098120097543e-05,0
0c6f29aaa69006b83e41bbc6f0de77df6a210c1536fa0ccb3f0e7741178a3785,50.0,0.0,1,0,1.4362098120097543e-05,1
23b2cd32615e6ab1420d43eb40981ca9fce0910e5246cc98c88e6e4be4d691e0,50.0,0.0,1,0,1.4362098120097543e-05,0
2e96c56fb907f32b19ad67524f56ea4af55bf9ff91ad47eda4559f61adbaff76,50.0,0.0,1,0,1.4362098120097543e-05,0
3f40e1539161ba032b64ea8461ca79899fb94ca6dfa90f6de60f13123a05a36f,50.0,0.0,1,0,1.4362098120097543e-05,0
c0f1cf8d830850bf66d9c61fd3fafec389a7396f3aaa63fd9368ef06835908cb,50.0,0.0,1,0,1.4362098120097543e-05,0
982dd2db6daec38504cca3c0bb1516fd2393577ea3c8b747734571717d7958d9,50.0,0.0,1,0,1.4362098120097543e-05,0
916940882e1e5c0aa36533ce84197ff6ec72600b1fff10c31be5417c5f69e4ff,50.0,0.0,1,0,1.4362098120097543e-05,1
400ba93f3665a03605ac4072f6704496cc2b9e5b4c58fec2e6c653c0276378e7,50.0,0.0,1,0,1.4362098120097543e-05,0
47050087d10e64b8c197ce00e9b952e23dfe1cc3015aee1ef655f2e709c31629,50.0,0.0,1,0,1.4362098120097543e-05,0
a3d029e4adb5f34ca63d818944dc575ba42d6b01b42fcd8b3092277cdd4bdeee,50.0,0.0,1,0,1.4362098120097543e-05,1
c3ce4bc435dfcaf97c16f9f76cd07059628ba5630919184155706c1507eabd4c,50.0,0.0,1,0,1.4362098120097543e-05,1
30f886d2e1906b6c050d7b9312c5dd9a5fa9ef7c2210f53bf40cfacf75c2a7d7,50.0,0.0,1,0,1.4362098120097543e-05,2
cce68eb6b57daed6011d10bb717be3a9616153aca1dc785d33a0e7a7c96d9b11,1800.0,1800.0,1,36,0.0004546410128896465,2
49c48c05a0abf80037a79c7dc3432a6ca05d1113cb89279e7f1dd5c761e93bb1,50.0,0.0,1,0,1.4362098120097543e-05,0
98a72c7e4c1964e6f54dd3c63715bb7122efe91d3aca4fb7501c7af9c9233b4f,50.0,0.0,1,0,1.4362098120097543e-05,0
e6b91806f8bd27f632c66273d8387635b1fe09a90613ce90c6d35161bfb1df8d,50.0,0.0,1,0,1.4362098120097543e-05,1
6557e28dcd3611dd18d31aece41c867bb5a8197163fd1eb22e5778536ee0c358,50.0,0.0,1,0,1.4362098120097543e-05,0
7511ba8ef909ad45579fb669d85ead266b9bf65fd83f6e7027cbe872f32354c2,50.0,0.0,1,0,1.4362098120097543e-05,0
d814130ecb34660cfe9202e7e68d6b5e892f0b8521eed28dd7f245d347b24867,50.0,0.0,1,0,1.4362098120097543e-05,0
6d731e50771fc1714b2019b9c6d4dc0ae13f17a7c95a340f0b347a361c13fa56,50.0,0.0,1,0,1.4362098120097543e-05,0
ab4b2ca115ce8deb5d2eba80b563b2dd4620da9f3ee8a8ff79c4751e89803deb,50.0,0.0,1,0,1.4362098120097543e-05,0
c9099dd9eb8d99f4d28bdc681b3a295676c299f507d8330f6d527285b2d01434,50.0,0.0,1,0,1.4362098120097543e-05,0
2e6eaca478b8b5b625d4fda6fc08d157361553e68682936ad7c92f5df1d50ce7,50.0,0.0,1,0,1.4362098120097543e-05,0
5fb5a70177c64ae82becee603a52a0021c6f6b757b4ddd483833996c113e8866,50.0,0.0,1,0,1.4362098120097543e-05,0
db592dd90e53588cac5983b4aec0bd01b0e02b7bbdc2b8cc1f53670f0db83f6f,50.0,0.0,1,0,1.4362098120097543e-05,0
a1ea9e359892e7b2ceb1b4778ed8bdb1a0d7ee248a53bcc0b8b1f3549ba979ea,50.0,0.0,1,0,1.4362098120097543e-05,0
26e5aba092da7a128282a920c299444f388da7ddf85138b99c9560cba2dae389,50.0,0.0,1,0,1.4362098120097543e-05,0
7ab95ea9f85e3f3a6259cc60db0ed7f6327856e2b0b7987a89fa51a9396338dc,50.0,0.0,1,0,1.4362098120097543e-05,0
10d3bbc2eb21796ddc021f020763a1bd532cd556063694c0b0c4bcfa077cae5a,50.0,0.0,1,0,1.4362098120097543e-05,2
3dd4bc8bb3fa2501c770de7246e34d8e2313c69e8b7a13473225d8fd7181dac1,50.0,0.0,1,0,1.4362098120097543e-05,0
155d8954fcb5246f591465129956cd9140bc54157b07fb9deda1a2e696671791,50.0,0.0,1,0,1.4362098120097543e-05,2
28f3747d2e11252a9ab0d4c6c4c348d9b150fd064bc1a61771160d2db3f22058,50.0,0.0,1,0,1.4362098120097543e-05,0
b1b90e2f948dc6402fdafc43010c765f38aedb0eb5687046e3b55e2c2e9a31e2,50.0,0.0,1,0,1.4362098120097543e-05,0
1d1d44a2936dfadda244d79d5382f7ec74eb5460dea19247746fbfa8625e9998,50.0,0.0,1,0,1.4362098120097543e-05,0
e6dac93fb7c61e599db43765e8c2acb009160f975074b47a77fcce3b5a2f8c82,50.0,0.0,1,0,1.4362098120097543e-05,0
fda0e4602e89417e8ae7881b8c031ca8816d08a34355f4857107421f117adf90,50.0,0.0,1,0,1.4362098120097543e-05,0
fee1c7ed5fc577f4f46eb2a92a9d170497ad4736d092d7720f3bece3bd2e0325,50.0,0.0,1,0,1.4362098120097543e-05,2
8691b30fe990a34a6f8c67508be3f2d5ef92185d775f9816c0b2fa612982f4bc,50.0,0.0,1,0,1.4362098120097543e-05,0
57056603d7421320ced5d3a62064220d5390306f1c993d52b9618e785a07a43e,50.0,0.0,1,0,1.4362098120097543e-05,2
e81635f934b7adf8d63601a4245e6911c661f32d5063962c7c9dc52c7c7b6088,50.0,0.0,1,0,1.4362098120097543e-05,0
9a92060202d19009e457c76dff2f31f68f75981bf6904323221657c72216bd1a,50.0,0.0,1,0,1.4362098120097543e-05,0
59f844e98f4695266d4a2663e547979a3ccf3a2fe9249a9010e52b5da06f7e9d,50.0,0.0,1,0,1.4362098120097543e-05,2
6b884fd06a0e2465b41aa74c66d87ad4067963047d8ad560dcbf9be8921e14db,50.0,0.0,1,0,1.4362098120097543e-05,0
df3d73c1a78f17f05935b46ed5373ded3085ca77eb19b0d3739e3572865ecf4e,50.0,0.0,1,0,1.4362098120097543e-05,2
d8883aa118502c87360f26619fbaae8738d06ce42481036ad1e808e307d56bac,50.0,0.0,1,0,1.4362098120097543e-05,0
aac6c32ed6770147170476ddcce065b111b369353d52b2b1db35350e400366f5,50.0,0.0,1,0,1.4362098120097543e-05,2
d733ec096d588c5aaf51ff3e08e65c452c63477a06f569f59086c186d5dbdba4,50.0,0.0,1,0,1.4362098120097543e-05,0
0cb37483da53abed07751ff50ef91ce3a76b186606acc26fbebbf191dc0a8ce3,50.0,0.0,1,0,1.4362098120097543e-05,0
f8023d11b2e56a5f507bd6052301124c844178ad99241f8c4499634502552ac3,50.0,0.0,1,0,1.4362098120097543e-05,0
255d916138c2a03174913878cdf9ada19a719903cca42bd258f06a64b96f8ec6,50.0,0.0,1,0,1.4362098120097543e-05,2
23cd3f48abc5fd2f18dc0f8236cc3a675d3f19242b136170e703a4907b28fd31,50.0,0.0,1,0,1.4362098120097543e-05,0
ae80240049cc72fa08cfbf24e2431f4dd188fa83fed3c6802f6f7e3133201f24,50.0,0.0,1,0,1.4362098120097543e-05,2
bfdfd652207d8e26758126e74997464cfa650d26e6ade32bc03e875fae360e5a,50.0,0.0,1,0,1.4362098120097543e-05,2
6abef7578d98219abf1a62e61513ce3698cae9bc413a844266fd0fd0befc3043,50.0,0.0,1,0,1.4362098120097543e-05,2
fcbc6ae3252d84b9729c491181e6d867eddbed1253dd6ad2ccb9c757610dfaba,50.0,0.0,1,0,1.4362098120097543e-05,2
820f3a0c0f6d40579cd7014ba9457d91eb36a5baae98bc36a388a473ade8f04a,50.0,0.0,1,0,1.4362098120097543e-05,2
21ade14a699a4e5a2174eefa5c56406eee5b38b0fb8bb1d7850da9bf8a2f4046,50.0,0.0,1,0,1.4362098120097543e-05,2
699e30976150084e40498367b1038cfa094b3a7208d88ba28a5ffe02c35ca106,50.0,0.0,1,0,1.4362098120097543e-05,2
02cab317447344a78b0e9416ef07094fccb97b8d444ca61e643c9adb6acd40b2,50.0,0.0,1,0,1.4362098120097543e-05,2
6a7b352ba0e491772d22e0597cfbf8e92d141ead0d0e7b801192ae83125a5d67,50.0,0.0,1,0,1.4362098120097543e-05,2
7bec25a62ae93648990a2454b376795efb29c552e00100e7d7303ac28c9ea165,50.0,0.0,1,0,1.4362098120097543e-05,2
45ae80b116dc11dc80f57c228f49ce84619e09050dc10ad746b3c726a75c80bd,50.0,0.0,1,0,1.4362098120097543e-05,2
b156e79bd579b7cf991b7ab2d8926a6a11d8ab2c4372c32fe11552fff763dad9,50.0,0.0,1,0,1.4362098120097543e-05,2
325bf35c98fb3461a03185eb57e8ad519a3a070a67ae18f39c6211fd20c1b3a4,50.0,0.0,1,0,1.4362098120097543e-05,2
8bc78e41fb203069cb07de190348655c8f2b169ab383afa4050fce2cfbb322c1,50.0,0.0,1,0,1.4362098120097543e-05,2
b41d54db9aa4ce2f71d7a9c710593ca0cf7f08d7e1a80d5110c2164960c8ec2c,50.0,0.0,1,0,1.4362098120097543e-05,2
dff3dc86e6a58c7f98b6fc14c70953eb6076492aeca02525c9294867f085c61f,50.0,0.0,1,0,1.4362098120097543e-05,2
d5caeba702c14ed6249476bf903ebd9e24e8727339a8e9e68697309c0cf8c2e4,50.0,0.0,1,0,1.4362098120097543e-05,2
8e3f985e117308b3d2ad7da7d3896c5d6c6e1b6fe50223e60e27bb6895abe917,50.0,0.0,1,0,1.4362098120097543e-05,2
cd57ee77870167660a5f726de4a725392c37c436f5dd782508a0aa4c65d222b8,50.0,0.0,1,0,1.4362098120097543e-05,0
0d6b9476960ffc4da9406131edd0cb6672d955afe1d9913cf74923f47839fb2b,50.0,0.0,1,0,1.4362098120097543e-05,0
3a8753d9bb0a8448885c5f2aab2e7627d429c86e2785d906f0d80dde353c0d25,50.0,0.0,1,0,1.4362098120097543e-05,0
61af6ddadaee10035ab63adac3ece6e6a328d4ba3a8648ebffedf79b8b4fe0e2,50.0,0.0,1,0,1.4362098120097543e-05,2
1990eae5b27c0183f050fa2fa04fbad94c15f1f0305901e6c21ca2893f0dc322,50.0,0.0,1,0,1.4362098120097543e-05,0
9d3c9b5a6759e82b16243702edbbc02abaee2b8d657810d89073f67440fe281c,50.0,0.0,1,0,1.4362098120097543e-05,2
737ea84d2342ad77c7cd8d908a07995aa7faeb789149f942fac2ba965038322e,50.0,0.0,1,0,1.4362098120097543e-05,2
183567f1b1b931558000a875690621e7d4c979145655208cd283c456b0cc0959,50.0,0.0,1,0,1.4362098120097543e-05,0
589ff1cc05ae0bfb2bfab4fd3ea7aeb6ada2880dcac54ae890b489d5ad0248dd,50.0,0.0,1,0,1.4362098120097543e-05,2
e92afaa4475ab8cce6c0f4f2e753809f6f9e5cec0f0b198364c41f7f01274638,50.0,0.0,1,0,1.4362098120097543e-05,2
957940b2386f72676005c7d941568b839bf23a37cacc7404433d50e02c40042b,50.0,0.0,1,0,1.4362098120097543e-05,2
4ec6bd10e5f769c6412264b9c13fede0eeeddfb8aa36604c9ed4dece1a7771bb,50.0,0.0,1,0,1.4362098120097543e-05,2
23fdc83586a7bfb423a1dc18504ca9a2dd3e439df9b2aa0c8e15f5b50af12cbf,50.0,0.0,1,0,1.4362098120097543e-05,0
bc5b10cb56d3afab1a283957231f4d546a57b5556374693909ea96aaf007cde2,50.0,0.0,1,0,1.4362098120097543e-05,2
b98f6a3bfd4ed2e0161d5f475d8b95807d7b1045375820a26a0cb8c3aa3e0339,50.0,0.0,1,0,1.4362098120097543e-05,0
03f224031c27d9f91d930784af51094c96ebd80d75c787184defbddc5c1b845a,50.0,0.0,1,0,1.4362098120097543e-05,0
778874e166098187ae001403ecf7a82f6f02ca81bdca5fbd714a7ec25471ce9c,50.0,0.0,1,0,1.4362098120097543e-05,0
886fef7fdbf7ebdc40bfdbfdec3a736aeab7f9c7128950573d13c41ee7cfe0e6,50.0,0.0,1,0,1.4362098120097543e-05,2
1eca181354da999b9943ce4dec03954df2e1be6f69782ae604732568311b4690,50.0,0.0,1,0,1.4362098120097543e-05,0
8b4b4e84993710bd96c2f989c8c3a547da61fa8deca5fb0590ca00c0f827044b,50.0,0.0,1,0,1.4362098120097543e-05,0
bc1d850ab624642001f45c4493e6a9de9e593a9480a2cfeddc32d370a3b28146,50.0,0.0,1,0,1.4362098120097543e-05,0
e519f1294bd6d5573be37f3e5dd73d8c59b18e5224f8bfeb027ea9588ab53c86,50.0,0.0,1,0,1.4362098120097543e-05,0
34ba377e8326d9198bfdd1821d24976824cbd7d8fb5d7dacf0d82a61ce0e4cd3,50.0,0.0,1,0,1.4362098120097543e-05,0
d4288db99e65019db7ff02b1ef88e2147225963b1456ddaa2b838675fcf528fe,50.0,0.0,1,0,1.4362098120097543e-05,0
90062670eb6003e6164a4ada476ce5ed09c70b547d2ee922066e1d7375c065b4,50.0,0.0,1,0,1.4362098120097543e-05,0
4c18154513cfb04056ef634cd65044a79bab1d1871257517790c7e9ba41a1e76,50.0,0.0,1,0,1.4362098120097543e-05,0
0b27035e51c2c40c2365a44269e98fa50ffcc2574cd5e3eebd4ceca1fe3ad5eb,50.0,0.0,1,0,1.4362098120097543e-05,0
d33a88a230b09c7ae36ca98e7923f952ef9039a0f2df5d63e38c9240018ae87d,50.0,0.0,1,0,1.4362098120097543e-05,0
a880b241f4447d5c16c54e8b8d9686532c5760c3ae0a6f56da16914bbd28cb5f,50.0,0.0,1,0,1.4362098120097543e-05,0
5dd0fcd177592b9b4541bfabda86a8233da5f8ff2408348dca9a55fb991c61d5,50.0,0.0,1,0,1.4362098120097543e-05,0
de5282eecc9ba810dcc380ed28fb32b8793644b81b0480f490a3ab48f7fc3e3d,50.0,0.0,1,0,1.4362098120097543e-05,1
e6f00fa63eb6b8e812ac3c591871203cae971d480c1469fc5ce88932cd3ec26c,2400.0,2400.0,1,48,0.0006014006511461627,1
fac995ec5fdbb948c10aba4762c78663c38c312f43fcb91551b5770b6794bf67,49.67,0.0,1,0,1.4362098120097543e-05,1
123a3968cd91b42cc1ecfb3d0d11e5b09d21e923344847a1e4b2577d3bbc69a2,6049.53,6049.67,2,121,0.0014941884505399656,1
152b3bfa27e3beb9bcd08c3479eb400a0ac86183693d475324125c39eb1d9657,50.0,0.0,1,0,1.4362098120097543e-05,1
cd58c3a7b6f2abaca0b21d9c3ce201f36c3abd5e4e2b98a75850b7f350ac38b9,50.0,0.0,1,0,1.4362098120097543e-05,1
3ccc30911174b65042d33b95c0a2ce4954f78e5ca8fbf3f4ba17cbbc3ecab9de,2250.0,2250.0,1,45,0.0005647107415820337,1
dfadfb6cd2c080a3eb62c1bdbe7e508ee2489a617cda6e32a295f33171e47d71,50.0,0.0,1,0,1.4362098120097543e-05,1
1ea41a16df0351ee72153e79e14ce5307cb2a85bab7d0da96dbf8925215b8e5b,50.0,0.0,1,0,1.4362098120097543e-05,1
db2f526a2cc0a13501a9e7531dec35b2b169ea010cc5f482681b071da7a1825e,50.0,0.0,1,0,1.4362098120097543e-05,1
df492dbd36dce6fad73c6e9f00602e15c69502daeada4049b5b64d9610fbae0e,50.0,0.0,1,0,1.4362098120097543e-05,1
a86369800d32a14d7027f907a19a1ae476b9e461b555e94bf9d6014ebc6a64f5,50.0,0.0,1,0,1.4362098120097543e-05,1
0c0d6fc8ab9b365706f870c6c7392f3f9463946cdacf822aef32a7b2115dc199,50.0,0.0,1,0,1.4362098120097543e-05,1
694c1d9d6b4bee58bd4d6d9a8657288f89830b15986e592fe13f7042458c00c1,50.0,0.0,1,0,1.4362098120097543e-05,1
1de0d6a5b2d1621179132ec3a55dba76df6911f75a13f07688ab6b96b1528b1e,50.0,0.0,1,0,1.4362098120097543e-05,1
f1502cffd335bec14d88d3112455d25c98d130dc7c3c63064b384422979ca498,50.0,0.0,1,0,1.4362098120097543e-05,0
c0e4a5c6222dcf7d230f9d3bc196de1dee590801ebfd1ec6db5d428d5cfeb370,50.0,0.0,1,0,1.4362098120097543e-05,0
0ab1d2adb4ad6ca4dd12552d43068263261bd09b146a29cfec29ac4e090519cb,50.0,0.0,1,0,1.4362098120097543e-05,1
5e377777eaf768970da215594e8c617eedb02947d6b19d072d690bb2142f0f09,50.0,0.0,1,0,1.4362098120097543e-05,0
71919d0cc45aefc71807e4abfdbc29a9c107c9872c0e9dd01ca51f867a42db63,50.0,0.0,1,0,1.4362098120097543e-05,0
24b16346cfe2d7b95e10c140470b5bd45a507e7e0f8d282368ccb5b4727c255d,50.0,0.0,1,0,1.4362098120097543e-05,1
